id_a,id_b,name_a,name_b
22844,17523,CHUK,PARP1
15824,24145,LEO1,SLC7A6OS
46318,13090,CASP3,JUN
38126,548,HRAS,ZFP37
28971,13268,FARSA,KIF14
11501,43903,KDR,PDGFRB
38461,11540,CEP152,RPL36A
39199,22539,GLRX2,MEF2C
10723,15572,MYC,XRCC2
38126,31985,HRAS,UTP15
4113,45515,BLM,DNAJC4
15964,27351,HIF3A,NTRK1
24022,10723,KIF18A,MYC
17811,28478,ELP1,NRAS
19516,4379,DDX28,USP10
28254,16901,CIT,NDUFB1
3671,22471,DZIP1,CFL2
18810,10675,CYP3A4,PYROXD1
41888,1885,EPHA5,ATM
44098,18978,NSMCE4A,WDR61
20649,41858,UGP2,B4GAT1
38126,17671,HRAS,KANSL1
50394,33595,MED1,TTC4
49879,17761,MND1,CDC7
29546,31166,IGF1,RBX1
7575,14842,TTK,MCM7
39043,23029,CSK,TDRD10
36403,24908,ARNT,DEDD
36580,18375,ACP1,B3GNT2
29132,45698,ALB,PGLS
30825,47976,PTEN,HIC1
9758,48375,ALK,FGFR1
34023,28735,KRAS,CWC22
2267,52379,PPL,KDF1
16844,4769,NAE1,SLC35C2
33115,34023,TRERF1,KRAS
24372,8984,FAM241A,CDC25B
28478,144,NRAS,RBBP6
50280,36688,TYMS,SPHK1
30825,9662,PTEN,VPS35L
22410,31356,EXOSC4,POLR2K
12175,45958,CYP2B6,CYP3A7
25867,4551,BRCA2,EXT1
11786,18470,CYP3A5,PDE4DIP
49201,44098,CENPM,NSMCE4A
4961,12570,KCTD10,SIAH2
5509,53953,EGFR,TP53
28915,25523,G2E3,SLCO4A1
49655,28673,DGCR8,ANAPC2
7129,18429,MC1R,SKP2
28102,38627,CYP2D6,NRG2
34071,46585,TOM1L2,LMNA
25867,18376,BRCA2,RAD50
38126,4155,HRAS,PEAK1
34023,43021,KRAS,FFAR3
10622,53476,CALU,LAMB1
1966,51717,RNF213,TUBB1
11778,8243,FLT3LG,ORM1
13416,32824,TPM1,LOXL2
13939,16844,IGLL1,NAE1
5367,16844,HTT,NAE1
31990,13599,PSMD1,YTHDC1
19687,21232,FSTL3,SYDE1
21775,3471,ABCA3,CXCR4
4113,43812,BLM,AP3S2
45942,23176,HDAC9,PLK1
41521,34587,FBXW7,PHF20L1
49125,13525,LARP7,RAB28
12242,13600,CSF1R,IL4
28478,10724,NRAS,SENP5
11570,15824,ETAA1,LEO1
12572,52105,HDHD2,ZNF24
27251,36446,CDC6,KIF2C
5015,26743,ABCC2,AURKA
11301,14550,PIK3R2,STMN1
48171,16844,HAO2,NAE1
43903,20510,PDGFRB,EPHA2
5509,7561,EGFR,SRPX2
28329,24641,ANXA5,BNC2
7881,24597,ATF7,LSR
53663,46881,FBXO28,RIDA
11501,41374,KDR,MAPK12
29546,17523,IGF1,PARP1
30825,13579,PTEN,BRF2
28478,9211,NRAS,TSPYL5
34023,24812,KRAS,PIGF
33430,43113,MED28,NAA50
23414,8160,AGPAT1,AKT2
32111,13507,GTF2H1,GRID2
20947,45812,AK1,AKT3
44256,51594,GHSR,GRB2
34023,34852,KRAS,GZMB
52469,25523,GNS,SLCO4A1
15824,6914,LEO1,MED23
34023,30454,KRAS,PSMA5
40006,41374,CDK2,MAPK12
26035,28478,ATAD2B,NRAS
34023,49270,KRAS,ZCCHC3
33936,33477,CA9,LCK
32317,37876,KMT2E,FBN1
39043,44211,CSK,RBAK
1844,51335,BPTF,MED13
18966,19786,PGAP2,RET
18810,53028,CYP3A4,PDLIM5
39043,8363,CSK,PYROXD2
39043,39149,CSK,SYPL1
11800,7683,MCM3AP,PNN
35941,52378,ZNF248,TIA1
34023,30121,KRAS,RNF111
50760,19377,BCL2,COPS5
11570,12502,ETAA1,UIMC1
24022,34527,KIF18A,MSH2
12242,5599,CSF1R,SMARCA1
28478,720,NRAS,RBM39
34521,9064,HECTD3,MAP2
12242,38962,CSF1R,UBE3A
41499,9436,DNAJC8,USP48
482,18835,COPB2,BRCA1
8984,10314,CDC25B,ZNF518B
13650,8512,CDCA8,PIMREG
25138,46585,TEAD3,LMNA
26110,33595,MTHFD2,TTC4
5015,51411,ABCC2,PTPN3
32339,5719,DCTN4,PPP2R1A
16654,34516,PTTG1,ITGAV
42066,27700,NFATC3,MCM2
34023,27618,KRAS,CDKN2D
16774,16041,MASTL,ZNF574
20726,18256,DNTT,MT1X
18044,2548,NFYB,YEATS4
38126,19026,HRAS,RASGRF2
37100,17365,CSNK2A1,KIT
34023,10139,KRAS,NCKAP1
46349,1885,DMXL1,ATM
36707,14317,PELO,RPL5
16844,5778,NAE1,POLR2F
45123,16844,LAMA2,NAE1
34023,21148,KRAS,POLR1A
4961,25436,KCTD10,MARS2
32854,30825,ANTXR2,PTEN
7347,36988,RPL3,VPS29
41521,50566,FBXW7,SUPT6H
27351,9960,NTRK1,ZNF473
19171,52086,GGA1,SGSM3
32739,3974,RAD23B,WRAP53
33430,26093,MED28,ZNF830
34023,1542,KRAS,TPT1
4961,34780,KCTD10,PTCD1
13218,36916,PDE6C,PDGFRA
53789,49663,CLPP,KHSRP
8243,27819,ORM1,PPP3CA
21978,9093,KDELR3,TM4SF1
47838,31347,IFNA21,S100A11
45329,16844,ATG3,NAE1
52188,17530,LDB2,PBX2
43751,45512,ARIH1,TTI2
1177,38919,PLCB1,SLC22A1
26743,37002,AURKA,MAPT
51531,53420,HERC5,UBA1
8984,40731,CDC25B,PIK3CB
28478,39564,NRAS,PYM1
42908,33647,INTS5,ZNRD1
34023,35462,KRAS,RAD51AP1
19152,19786,ATF5,RET
38126,8299,HRAS,UBE2E1
51328,50154,MAPKAPK2,SLC28A1
9077,29566,ARFGEF1,FZD6
6804,3722,ABCC4,FLI1
28102,20307,CYP2D6,MORC3
17523,26193,PARP1,SMAD3
17498,17099,RFX5,TARS2
34662,14550,MCL1,STMN1
37586,20001,ZNF329,ZNF829
4113,24294,BLM,POLR2L
19034,18536,MUS81,CREBBP
46764,34023,KCTD12,KRAS
40608,716,ATP6V1G1,TUBGCP3
42681,46813,RTF1,SPAG7
11302,32339,DLAT,DCTN4
11609,5059,AKAP8L,ZNF317
16844,6897,NAE1,SIRT1
28478,674,NRAS,PIGV
35580,53303,BCAT2,CNTFR
22860,35985,COG3,EXOSC9
34023,35620,KRAS,ZGPAT
37717,17341,AMDHD2,TSR3
38126,53806,HRAS,NGLY1
19786,25258,RET,SCAF11
20947,5509,AK1,EGFR
2366,47568,ATP6AP2,LAMP2
8917,25450,CRCP,CYP2C9
24079,30825,CD81,PTEN
4113,25169,BLM,ELK4
49331,9077,APPL2,ARFGEF1
53870,37758,TRRAP,UQCRB
50643,53953,LRRC15,TP53
9848,50,DDR1,ZNF140
50042,28478,ERH,NRAS
11089,34295,PMF1,SNRPC
41566,46427,PARP2,TIPARP
32296,34023,HBS1L,KRAS
27020,43826,CFLAR,XIAP
18868,6606,CPSF7,SF3B2
9848,48878,DDR1,IRF7
31094,20831,AFG3L2,RPS18
9439,36342,QSOX1,S100A6
44954,4585,MRPL50,TUBB
30825,15186,PTEN,SSUH2
23142,30825,RSRP1,PTEN
15959,52527,CDC34,MED16
51345,49432,CDA,MAGI3
12236,49332,LDHA,PGAM2
6861,28478,ATP10A,NRAS
9951,716,NDUFA9,TUBGCP3
8511,16844,CARD11,NAE1
24119,31341,DMPK,HCRT
47610,39562,BAX,CDKN1A
42985,53017,KCNJ13,SLC22A2
28971,39636,FARSA,RAD23A
22860,18978,COG3,WDR61
10751,25270,POLE,PPM1D
42470,10723,HOXD10,MYC
2645,5719,ANAPC13,PPP2R1A
16844,18303,NAE1,RAF1
38126,23815,HRAS,ZPR1
25930,38126,CRNKL1,HRAS
30825,12330,PTEN,TTC31
4778,6542,RAD9A,SLCO1B3
34527,8348,MSH2,PINK1
19034,7968,MUS81,PFDN6
34023,11855,KRAS,DR1
48303,3974,MTOR,WRAP53
5509,31166,EGFR,RBX1
5545,9814,GOLT1B,USE1
27304,13088,CDK12,ERBB2
52238,53700,MXD1,SULT1A1
28478,10770,NRAS,SRD5A3
2888,2992,SLC16A1,SLC45A4
1885,10801,ATM,BIRC5
43914,4961,BUB3,KCTD10
36443,716,RPL13,TUBGCP3
34662,1728,MCL1,TPCN1
40232,6461,ST7,TPM2
31356,52003,POLR2K,PPCS
4860,42915,GSTO2,TACSTD2
25867,16901,BRCA2,NDUFB1
41262,49911,DDX10,NOTCH2
15680,15076,KLK10,KLK11
38126,52589,HRAS,RNF40
31094,8122,AFG3L2,TAZ
15430,48303,TUBA1A,MTOR
35985,29856,EXOSC9,MRPS28
30340,17074,ACIN1,GGA3
52919,50820,NUP54,POLD1
19526,14550,NPR2,STMN1
10253,5832,PKN2,SLC29A1
13705,8243,GAPDH,ORM1
33621,18835,MNX1,BRCA1
7131,46813,PSMD12,SPAG7
34321,53953,ZHX2,TP53
41293,30776,MPPED1,UPP1
30825,4008,PTEN,CES2
37879,29709,CSNK1E,CTNNB1
39043,48980,CSK,AKT1
28478,4589,NRAS,RPL39
10164,3355,ARGLU1,FH
27351,53028,NTRK1,PDLIM5
34023,44335,KRAS,SH2D2A
33750,2661,MAPK4,RGS19
14026,32870,RBBP8,FANCD2
1029,14317,REXO2,RPL5
13083,34023,UBE2Z,KRAS
8984,48995,CDC25B,LGI1
36078,18835,ENY2,BRCA1
32134,16844,BAG4,NAE1
34102,6804,NARS2,ABCC4
38919,49639,SLC22A1,SNX10
44930,13705,ABCG2,GAPDH
8984,26692,CDC25B,TOP1
50490,716,TCOF1,TUBGCP3
34023,10801,KRAS,BIRC5
9848,26282,DDR1,EDF1
42957,18835,ATR,BRCA1
38606,33477,BCL3,LCK
40586,28478,CHSY3,NRAS
41262,17306,DDX10,NFIB
31571,10723,PTPN9,MYC
33430,716,MED28,TUBGCP3
10723,1994,MYC,RILP
4113,4478,BLM,PSMB2
5832,53309,SLC29A1,STAT4
16654,18412,PTTG1,TBC1D16
48995,31389,LGI1,SLC12A8
16389,52919,MRPL39,NUP54
33473,45720,AARS2,PPWD1
25867,3722,BRCA2,FLI1
30825,28337,PTEN,RPRD1A
39043,23457,CSK,PXDNL
15464,10723,NEIL1,MYC
30825,30805,PTEN,PEX16
22608,28478,TTPAL,NRAS
2804,28478,ARID1B,NRAS
36223,1923,CTCF,TERF2
4113,35892,BLM,NOTCH1
8833,53953,TBC1D31,TP53
51685,50123,CEBPD,NLRP10
24955,47749,DHX15,PIK3CA
4050,18295,CEP78,CDK1
18835,2049,BRCA1,CDC25C
18331,28478,DKC1,NRAS
15135,1113,SLC38A2,BACH1
34023,41560,KRAS,PPP1R13L
21880,25037,MAPK10,SLC29A2
20693,14256,PTGS1,TJP1
46881,19855,RIDA,PEX2
1444,383,BCR,FKBP11
16844,23964,NAE1,TMEM69
34023,13227,KRAS,FAM181A
14014,4778,CDK6,RAD9A
12242,8351,CSF1R,GPC5
39043,34360,CSK,GEN1
4961,42960,KCTD10,RPS28
31669,16844,GPN1,NAE1
37100,33477,CSNK2A1,LCK
8984,9698,CDC25B,EGF
14572,23742,CENPW,NACA
44930,24226,ABCG2,PRKCQ
28478,16664,NRAS,YBX2
12242,15964,CSF1R,HIF3A
25076,13037,ARHGAP29,TNFAIP1
17459,4556,EIF4G2,CREB1
51585,40208,ARMC8,SNX4
842,1012,FBXL7,TSG101
38823,4585,TRMT5,TUBB
53248,48893,CHD1,PIM2
22722,12950,NOCT,MANBAL
30825,9268,PTEN,UTS2R
28478,16517,NRAS,CPQ
29447,5719,ARL2,PPP2R1A
7800,20693,ALDOC,PTGS1
53066,46039,CDC40,MZT1
18295,52087,CDK1,XRCC3
36747,46699,KPNA5,PHIP
30825,25550,PTEN,RPLP0
52720,25776,HCN1,LRRC42
28725,11540,OGFOD1,RPL36A
51640,9146,AP3B1,RNF14
48059,42114,ADAMTS3,GRHL2
11648,8984,ADRA2A,CDC25B
16844,9704,NAE1,PFDN5
52885,38186,RAD54L,HMGB1
24475,34023,RFX4,KRAS
34023,47254,KRAS,MAPK8IP1
34023,4614,KRAS,GGPS1
53953,53807,TP53,RIPK2
13650,38126,CDCA8,HRAS
40006,35462,CDK2,RAD51AP1
34023,28153,KRAS,N4BP2L2
15824,45660,LEO1,PRMT5
46715,26198,CAPN6,CYP2C19
39043,52250,CSK,ZNF566
52294,45616,SLC30A9,TTYH3
4768,48180,RNF146,TAB2
19034,47604,MUS81,ATL3
9040,53087,GPKOW,TIMM17B
24811,11169,WDR41,ZHX3
1546,36916,LAPTM4B,PDGFRA
20307,38919,MORC3,SLC22A1
34023,10523,KRAS,FAM155B
24531,18835,DNAJB1,BRCA1
3722,12143,FLI1,CCND2
34023,862,KRAS,FCF1
39043,1235,CSK,TAPT1
39043,12560,CSK,ZNF461
16654,85,PTTG1,MPP3
28183,4821,CCT3,USP21
33430,12238,MED28,SKA3
39043,321,CSK,PRRX2
22860,10662,COG3,COPE
25867,47943,BRCA2,TSC1
32574,29485,LONP1,VPS72
42872,53068,BUD13,HINFP
30825,17161,PTEN,ZNF575
53085,6606,MLLT10,SF3B2
28478,7677,NRAS,RTN2
11482,27254,PRB1,STATH
10164,31990,ARGLU1,PSMD1
42244,38126,CNTN4,HRAS
551,20693,LRRC37A3,PTGS1
16179,25037,PRKD3,SLC29A2
6034,40033,CYP11B2,NR5A1
42527,38254,SNAP23,ATP6V1C1
20206,15257,RANBP1,SNRPD3
36186,38200,DNMT1,PRKCZ
15438,20649,PSMA1,UGP2
48980,20169,AKT1,FN3K
26743,43914,AURKA,BUB3
52881,28478,CLPX,NRAS
25994,7288,GPX1,TK1
15942,7288,AURKB,TK1
50805,33647,EIF3D,ZNRD1
21775,15964,ABCA3,HIF3A
53507,18256,BID,MT1X
32409,22475,LUC7L2,NAA38
27351,10675,NTRK1,PYROXD1
16301,38919,CACNA2D2,SLC22A1
44930,38962,ABCG2,UBE3A
10680,41448,BCL2L1,LIG1
35410,49164,PYGO2,UBE2Q1
53152,11003,AZGP1,CYP1A2
11865,16844,DMC1,NAE1
18536,41262,CREBBP,DDX10
15824,45995,LEO1,SRSF7
36276,16844,YBEY,NAE1
48312,26411,DCK,MAPKAP1
43914,3355,BUB3,FH
40850,18337,GAB1,YES1
6166,44383,MYBL2,UTRN
34023,41915,KRAS,EGLN3
1885,37084,ATM,VHL
23742,703,NACA,WDR77
16844,36495,NAE1,PGRMC1
17579,48303,KDM5C,MTOR
33430,25420,MED28,PSMB7
37090,6166,FOXI1,MYBL2
47749,17873,PIK3CA,ARPC5
11328,30310,HUS1,RAD51
18178,10089,PSMG1,RRP1B
51147,16844,CSNK2A2,NAE1
39043,4648,CSK,LGR5
7683,31504,PNN,SSB
34023,911,KRAS,PREX1
7288,9503,TK1,TSPO
14731,26623,ACAD9,LOX
19034,9875,MUS81,TFB1M
38423,7453,IGFBP3,ZBTB32
37100,9809,CSNK2A1,ABL2
47469,34101,CMPK1,PI4K2A
26176,21778,PSMD9,TIMM8A
24119,35896,DMPK,KSR1
10723,44940,MYC,SNX12
34928,28124,ZC3H7B,NELFB
42312,35410,POGZ,PYGO2
19034,18933,MUS81,E2F8
23053,12238,EIF3M,SKA3
43029,31359,ELANE,SP8
23742,49176,NACA,NAP1L1
22062,25867,ALAD,BRCA2
19034,36420,MUS81,TRIM72
30992,47662,SLC30A5,TMEM230
5832,28411,SLC29A1,XPO5
4961,3459,KCTD10,MRPL35
30070,10723,MAP2K3,MYC
40006,11501,CDK2,KDR
25052,13416,CREB3,TPM1
7965,27351,MAPK11,NTRK1
5509,13088,EGFR,ERBB2
48261,49392,LRTM1,PKD2L2
52565,43410,SLC16A5,TAOK2
52477,42370,ABCB1,NKRF
43903,14317,PDGFRB,RPL5
35850,6166,BUB1,MYBL2
20307,20693,MORC3,PTGS1
34023,49169,KRAS,TRIO
26411,5832,MAPKAP1,SLC29A1
13705,25623,GAPDH,PFKP
20767,38126,BACH2,HRAS
34023,23129,KRAS,EZH2
37100,28478,CSNK2A1,NRAS
5509,2398,EGFR,RPS6KA5
22828,13599,GTF3C3,YTHDC1
4007,17523,BAP1,PARP1
34102,47943,NARS2,TSC1
42681,2624,RTF1,SNIP1
52501,5832,ITPKC,SLC29A1
32111,29485,GTF2H1,VPS72
10680,24279,BCL2L1,HCRTR1
16844,16104,NAE1,PRKCA
53953,36808,TP53,MST1R
28478,3050,NRAS,TIMM22
7334,23043,IMPDH1,SH3GL1
30119,34023,COX4I2,KRAS
50820,52511,POLD1,SSBP1
50908,18835,FAM187B,BRCA1
18468,45017,GIN1,TAF9
53953,42706,TP53,CXCL8
8984,52421,CDC25B,ZFYVE28
109,3745,FANCI,TOPBP1
5206,26312,VEGFC,TFPI2
18562,34023,ATP1B3,KRAS
38126,30485,HRAS,NEK1
49201,9349,CENPM,MRPS18A
25037,6181,SLC29A2,VRK3
42915,32086,TACSTD2,TMC5
53365,36443,ADPRM,RPL13
53319,44763,RAN,TPX2
19481,12656,HLTF,FEN1
45491,53282,CEP131,CUL9
34023,11262,KRAS,STK17A
30825,14721,PTEN,CKAP4
25450,13218,CYP2C9,PDE6C
15824,36988,LEO1,VPS29
29355,46990,SETDB1,ZNF33A
52881,8243,CLPX,ORM1
24776,36820,CPSF6,HNRNPR
21570,12572,ATP5F1A,HDHD2
1099,16844,CDH20,NAE1
51290,30825,UTS2,PTEN
325,38919,ATP7A,SLC22A1
6057,7120,BMP1,SERPINH1
18065,18835,PEX5L,BRCA1
37587,18835,KIF15,BRCA1
11864,34023,PIN1,KRAS
16903,36688,RRM1,SPHK1
29331,30825,FGL1,PTEN
49128,50805,BNIP1,EIF3D
53953,13106,TP53,MYBPC1
49830,35277,ABL1,CXCR3
16844,22926,NAE1,TMEM42
45958,8351,CYP3A7,GPC5
53238,24776,PTBP1,CPSF6
5662,18967,EMC2,MED14
29329,12656,CHAF1B,FEN1
33084,29485,MFAP1,VPS72
16654,31707,PTTG1,DPP7
38126,33271,HRAS,OIP5
4077,4323,CYP1B1,PDE3A
14489,21978,DAG1,KDELR3
42150,1885,GOLM1,ATM
6414,7024,CHTOP,P3H2
34692,44099,TDP1,NASP
10501,30825,STAC3,PTEN
24434,29132,ADAM22,ALB
10553,46577,MAP3K1,PER1
10553,47943,MAP3K1,TSC1
25809,17233,DNAJC12,FKBP9
15455,19786,ITGB1,RET
46784,18927,RAD17,TBL1XR1
41531,7308,SH3RF1,RND3
35428,34023,REX1BD,KRAS
50394,42620,MED1,SMNDC1
23932,53953,TTC14,TP53
52477,41753,ABCB1,PPP3CB
41720,1524,NOS2,PKLR
30825,12652,PTEN,NT5C
52477,11361,ABCB1,CAMK2B
30309,48216,MMP19,STAU1
19745,44962,ZNF134,ZNF256
1153,43903,GLIPR1,PDGFRB
50704,48094,COIL,TLK2
5543,51717,IFNGR1,TUBB1
16844,4778,NAE1,RAD9A
4575,28366,BRMS1,RAB1B
52552,17558,GDI2,RAB23
39043,14084,CSK,SLC6A3
19880,28478,DEFA5,NRAS
12005,28876,MAP3K7,HSPA4
15430,45386,TUBA1A,CDC73
53507,29546,BID,IGF1
20168,36916,PDE6H,PDGFRA
13179,50029,ACSS3,SF3B4
25653,30825,TMEM192,PTEN
34023,51483,KRAS,PSMB3
31810,32759,ENO2,G6PD
27951,49999,CHRNA5,ROPN1L
30301,7453,IGHMBP2,ZBTB32
42178,3135,RNMT,SEH1L
19034,19641,MUS81,TXNDC15
11003,38962,CYP1A2,UBE3A
23026,396,MBTPS2,WDR7
34023,31312,KRAS,LGALS8
40340,26416,METAP2,RPA3
652,31347,ELF3,S100A11
31356,22368,POLR2K,RPL30
22722,16627,NOCT,TMEM184A
32296,716,HBS1L,TUBGCP3
51345,44131,CDA,HCK
16654,22679,PTTG1,RAB4B
18835,17523,BRCA1,PARP1
28308,9814,TAF2,USE1
16913,35985,CCDC84,EXOSC9
26187,44098,KDM1A,NSMCE4A
33832,47356,ALDOA,RPE
43598,716,RBM17,TUBGCP3
38610,38823,SDHC,TRMT5
38126,31979,HRAS,VMP1
25867,32317,BRCA2,KMT2E
45389,1524,DOT1L,PKLR
38126,674,HRAS,PIGV
52809,51318,HMBOX1,INTS10
46782,7494,CPNE3,HOXC11
15084,16654,HYPK,PTTG1
18810,22268,CYP3A4,NFATC1
16502,1629,CENPP,TUBGCP5
39043,7191,CSK,PRKAG1
10377,44701,PLA2G2A,TRIM59
11003,9755,CYP1A2,GGCX
45261,19336,RPL36,RPS11
13033,28638,EHMT1,WDR5
46483,482,B4GALT4,COPB2
25601,10723,MAPKAPK5,MYC
17633,33477,CARM1,LCK
34023,17365,KRAS,KIT
1444,15623,BCR,NCOA3
19362,16844,ILF2,NAE1
26198,13600,CYP2C19,IL4
33430,9405,MED28,TCF25
39043,40008,CSK,SPAG1
35985,29485,EXOSC9,VPS72
16654,32380,PTTG1,LTK
34102,4551,NARS2,EXT1
14550,47411,STMN1,CENPA
1413,27577,AGRN,SFN
5648,31359,HPS1,SP8
25450,5648,CYP2C9,HPS1
37967,50280,GRK6,TYMS
48172,32312,ANXA2,ACTN4
52511,3974,SSBP1,WRAP53
46538,14743,MCPH1,PIK3R1
10801,3639,BIRC5,MAP3K3
11570,43749,ETAA1,IQCH
40977,51328,CSF3R,MAPKAPK2
20510,29749,EPHA2,CCND1
49128,3355,BNIP1,FH
32225,47056,MRGPRD,S100A16
18295,39241,CDK1,CMAS
29611,24198,TWNK,PHB2
8160,10680,AKT2,BCL2L1
50885,4470,BIRC3,BRIP1
27223,46585,ANXA1,LMNA
22267,40459,KCTD13,SMARCC2
46038,28478,SLC9A7,NRAS
25867,51377,BRCA2,XRCC5
39241,716,CMAS,TUBGCP3
45078,34023,ST8SIA3,KRAS
48393,43637,CHEK2,MIA
53953,41624,TP53,PLK4
926,25867,SLC7A13,BRCA2
11570,43899,ETAA1,ZNF609
30753,27849,RAC1,TMEM106B
11786,11917,CYP3A5,SENP1
4113,40668,BLM,POLR2I
51594,13251,GRB2,STAT5B
8053,19351,KCNJ5,SLC22A6
34023,13104,KRAS,NBN
4961,9185,KCTD10,RNGTT
36916,40081,PDGFRA,TAS2R14
28478,7515,NRAS,UBE2R2
35316,51344,ADAMTSL4,EMC9
34023,23215,KRAS,PPFIA1
53211,28478,GPD1,NRAS
21775,44601,ABCA3,FCN3
50760,10547,BCL2,CD9
16654,43589,PTTG1,AGK
11886,18835,AVPR2,BRCA1
4313,31271,CYB561A3,TMEM138
23053,5545,EIF3M,GOLT1B
1444,22672,BCR,HLA-DRB5
29320,48503,DHX34,EXOSC5
26282,19786,EDF1,RET
36910,51717,LPAR1,TUBB1
38126,1424,HRAS,NF2
18810,26102,CYP3A4,SP100
38126,18470,HRAS,PDE4DIP
47527,9902,BCL10,SS18L1
134,38692,CDK4,POLD4
11570,32634,ETAA1,VEZF1
33084,37441,MFAP1,RPP30
16844,45433,NAE1,SIGIRR
41720,3128,NOS2,SPHK2
38692,52511,POLD4,SSBP1
44526,10723,ATE1,MYC
45942,14026,HDAC9,RBBP8
53663,42908,FBXO28,INTS5
40033,16106,NR5A1,SERINC3
22549,24504,EXOC5,HNRNPC
24657,44866,SIN3A,ZNF592
35985,6722,EXOSC9,NUDC
28378,5832,NEK6,SLC29A1
35917,28951,MAP2K1,MAP2K2
16654,29566,PTTG1,FZD6
4113,34588,BLM,FYCO1
2645,2583,ANAPC13,IMPDH2
4838,10632,HOXC8,NCOA2
18810,45698,CYP3A4,PGLS
51256,50019,PLOD1,RRAS
34023,1775,KRAS,BCLAF1
22128,6154,ACY1,ERBB3
53423,51050,MRPL16,PSMC1
39043,7116,CSK,HRH2
34023,30930,KRAS,CEMIP
35470,52919,CKAP5,NUP54
38461,32339,CEP152,DCTN4
34023,21916,KRAS,DTYMK
51345,18436,CDA,PSMB4
13315,26644,CASP8,TNFRSF10B
16654,18627,PTTG1,FHOD3
26743,52962,AURKA,CCT8
21597,52982,CNOT7,WRN
29763,27708,GTPBP1,ZBED4
46,16844,EPB42,NAE1
33733,10771,FBL,TCF3
23691,43386,ZNF420,ZNF682
34023,6872,KRAS,INMT
16654,8957,PTTG1,PDE9A
34070,17873,SLBP,ARPC5
26743,331,AURKA,EEF1G
51828,45720,NOP58,PPWD1
21349,24450,FAM50A,MRPS11
50122,49830,ABCB6,ABL1
41430,716,MRPL15,TUBGCP3
52243,9791,TRMU,CCNF
20947,51345,AK1,CDA
36707,33595,PELO,TTC4
46070,31873,CTNNBL1,GTPBP4
38919,40081,SLC22A1,TAS2R14
41993,51328,CDC25A,MAPKAPK2
50760,51610,BCL2,BCL2L11
37178,51578,GRWD1,HNRNPUL1
32111,9185,GTF2H1,RNGTT
16844,33380,NAE1,RPA2
25884,35470,NCAPG,CKAP5
29447,35640,ARL2,RPL32
19139,22549,SMAD4,EXOC5
16844,1362,NAE1,UBE2E2
22549,36248,EXOC5,ZBTB1
41103,32078,CHEK1,FHIT
47469,27112,CMPK1,WNK4
31094,35470,AFG3L2,CKAP5
34023,24716,KRAS,EIF3I
39043,2897,CSK,ERN2
10680,41374,BCL2L1,MAPK12
18835,21461,BRCA1,NLRP2
2501,34780,PCDH18,PTCD1
22909,34023,CDC27,KRAS
23815,28478,ZPR1,NRAS
47624,41553,KIF20B,MKI67
16844,3810,NAE1,TNP1
4113,10959,BLM,ASH2L
34458,38126,DIDO1,HRAS
13088,49801,ERBB2,SRC
18256,7453,MT1X,ZBTB32
13268,5719,KIF14,PPP2R1A
19549,38126,DGKI,HRAS
1444,13091,BCR,GTF2H5
33595,18978,TTC4,WDR61
53953,8421,TP53,ETV1
9848,45073,DDR1,SYT11
53953,51043,TP53,SLC7A2
41262,32317,DDX10,KMT2E
45958,45501,CYP3A7,HACE1
27351,19464,NTRK1,RTP4
45114,11700,CENPJ,POLQ
4113,44235,BLM,NT5M
51724,45494,ZFP28,ZNF570
53017,16287,SLC22A2,TBCCD1
10723,10546,MYC,VANGL1
53663,716,FBXO28,TUBGCP3
1901,24529,MED21,SELENOT
13113,28478,GTF2A1L,NRAS
48540,35985,EIF4A1,EXOSC9
10748,14550,LARS2,STMN1
790,16409,POLM,USP1
34023,16104,KRAS,PRKCA
28478,22813,NRAS,PIP4K2A
47469,39175,CMPK1,DVL2
34348,27627,LIPH,MMP9
23742,35640,NACA,RPL32
34102,47527,NARS2,BCL10
50528,6547,EIF4G1,MLKL
10751,29485,POLE,VPS72
16737,38126,C18orf54,HRAS
21124,43903,CRYBB2,PDGFRB
24020,1855,SIAE,TPD52L2
51580,40340,CDC23,METAP2
28506,33722,FAM83D,HAND2
2594,2568,TMEM259,RNF126
10103,40459,MAP1S,SMARCC2
53953,18295,TP53,CDK1
9951,31356,NDUFA9,POLR2K
46256,37481,MELTF,ZNF568
50823,7288,BCKDK,TK1
5954,9966,RHBDF1,TNFRSF12A
34023,32189,KRAS,PLP1
6861,34023,ATP10A,KRAS
26198,15455,CYP2C19,ITGB1
40913,41611,CYP19A1,SMO
38126,39159,HRAS,WDR3
16654,13747,PTTG1,PCLAF
38126,51281,HRAS,PRTFDC1
39799,716,MRPL33,TUBGCP3
51839,23713,CAMK2G,MASP2
16844,39671,NAE1,TNFRSF11B
20693,48935,PTGS1,S1PR2
1966,40913,RNF213,CYP19A1
31094,16901,AFG3L2,NDUFB1
41168,53928,AKT1S1,AP2S1
16210,23149,BTN3A1,BTN3A2
18295,29315,CDK1,PPIE
38411,50805,COQ2,EIF3D
25450,27819,CYP2C9,PPP3CA
4113,30820,BLM,KPNA6
4073,24257,CAPRIN1,NFE2L2
38823,28478,TRMT5,NRAS
34023,43748,KRAS,EIF3F
36446,28478,KIF2C,NRAS
41521,42547,FBXW7,NELFE
16844,32460,NAE1,NFKB1
12662,4095,KIF5A,NR1I2
25270,24850,PPM1D,RELA
34023,8204,KRAS,ZCCHC9
16844,51805,NAE1,OPA1
29447,22214,ARL2,POLN
