gene_a.name	gene_a.identifier	gene_b.name	gene_b.identifier	SL.cell_line	SL.pubmed_id	SL.source	SL.statistic_score
NRAS	4893	TFCP2L1	29842	DLD-1	19490893	GenomeRNAi	0.446
HRAS	3265	TFCP2L1	29842	DLD-1	19490893	GenomeRNAi	0.446
MRPL14	64928	TFCP2L1	29842	null	29959327	Computational Prediction	0.3
NTAN1	123803	TFCP2L1	29842	null	29959327	Computational Prediction	0.3
SERPINB6	5269	TFCP2L1	29842	null	29959327	Computational Prediction	0.3
TAGLN2	8407	TFCP2L1	29842	null	29959327	Computational Prediction	0.3
PTEN	5728	TFCP2L1	29842	COAD	24104479	Text Mining	0.6
THNSL2	55258	TFCP2L1	29842	null	29959327	Computational Prediction	0.3
PTEN	5728	CLU	1191	COAD	24104479	Text Mining	0.6
TMED2	10959	GPR89B	51463	null	25171417	Computational Prediction	0.3
ZNF665	79788	ZNF701	55762	null	25171417	Computational Prediction	0.2
NRAS	4893	ZNF701	55762	DLD-1	19490893	GenomeRNAi	0.452
ZNF320	162967	ZNF701	55762	null	25171417	Computational Prediction	0.2
ZNF611	81856	ZNF701	55762	null	25171417	Computational Prediction	0.2
KRAS	3845	ZNF701	55762	DLD-1	19490893	GenomeRNAi	0.452
ZNF347	84671	ZNF701	55762	null	25171417	Computational Prediction	0.2
HRAS	3265	ZNF701	55762	DLD-1	19490893	GenomeRNAi	0.452
HRAS	3265	VTI1A	143187	DLD-1	19490893	GenomeRNAi	0.44
NRAS	4893	VTI1A	143187	DLD-1	19490893	GenomeRNAi	0.44
ADA	100	LMO7	4008	null	29959327	Computational Prediction	0.3
CSK	1445	TMEM106B	54664	null	29987050	High Throughput	null
RAC1	5879	TMEM106B	54664	null	25171417	Computational Prediction	0.2
KMT2C	58508	ZNF212	7988	null	25171417	Computational Prediction	0.2
CASP2	835	ZNF212	7988	null	25171417	Computational Prediction	0.2
UBN2	254048	ZNF212	7988	null	25171417	Computational Prediction	0.2
EZH2	2146	ZNF212	7988	null	25171417	Computational Prediction	0.2
RBM33	155435	ZNF212	7988	null	25171417	Computational Prediction	0.2
NUP205	23165	ZNF212	7988	null	25171417	Computational Prediction	0.2
NAE1	8883	ZNF212	7988	A375;A375;A375;A375	23100467	GenomeRNAi	0.629
CNOT4	4850	ZNF212	7988	null	25171417	Computational Prediction	0.2
LUC7L2	51631	ZNF212	7988	null	25171417	Computational Prediction	0.2
PTTG1	9232	SYF2	25949	COAD	24104479	Text Mining	0.6
CDA	978	MAPK10	5602	HeLa	17000754	GenomeRNAi	0.5
ABCC10	89845	MAPK10	5602	HeLa	17000754	GenomeRNAi	0.5
ABCB1	5243	MAPK10	5602	HeLa	17000754	GenomeRNAi	0.5
DCK	1633	MAPK10	5602	HeLa	17000754	GenomeRNAi	0.5
CMPK1	51727	MAPK10	5602	HeLa	17000754	GenomeRNAi	0.5
PTEN	5728	ATMIN	23300	COAD	24104479	Text Mining	0.6
KRAS	3845	ASTL	431705	COAD	24104479	Text Mining	0.6
KRAS	3845	ATP5PO	539	null	28700943	High Throughput	null
CUL3	8452	VEGFB	7423	null	31340155	Computational Prediction	0.169953248
CSK	1445	BAZ2B	29994	null	29987050	High Throughput	null
KRAS	3845	BAZ2B	29994	COAD	24104479	Text Mining	0.6
KRAS	3845	EIF3I	8668	null	28700943	High Throughput	null
DLD	1738	EIF3I	8668	null	29959327	Computational Prediction	0.3
PTEN	5728	DENND1B	163486	COAD	24104479	Text Mining	0.6
FBXW7	55294	TBX4	9496	null	26354767	Low Throughput	null
BUB1B	701	CENPI	2491	null	25171417	Computational Prediction	0.3
NCAPG	64151	CENPI	2491	null	25171417	Computational Prediction	0.3
NUSAP1	51203	CENPI	2491	null	25171417	Computational Prediction	0.3
KRAS	3845	ATG101	60673	COAD	24104479	Text Mining	0.6
CASP8	841	DIABLO	56616	adenocarcinoma;Lung cancer_D000230;D008175	21543344	Text Mining	0.1775
CFLAR	8837	DIABLO	56616	adenocarcinoma;Lung cancer_D000230;D008175	21543344	Text Mining	0.1775
CSK	1445	BTN3A2	11118	null	29987050	High Throughput	null
BTN3A1	11119	BTN3A2	11118	null	25171417	Computational Prediction	0.2
BLM	641	BTN3A2	11118	COAD	24104479	Text Mining	0.6
MUS81	80198	BTN3A2	11118	COAD	24104479	Text Mining	0.6
KRAS	3845	TEAD4	7004	COAD	24104479	Text Mining	0.6
RHAG	6005	TEAD4	7004	null	29959327	Computational Prediction	0.3
SOX10	6663	CDX1	1044	null	25171417	Computational Prediction	0.3
ABCB1	5243	CAPN6	827	K562;K562	20609354	GenomeRNAi	0.506
ABCG2	9429	CAPN6	827	K562;K562	20609354	GenomeRNAi	0.506
ABCA3	21	CAPN6	827	K562;K562	20609354	GenomeRNAi	0.506
ABL1	25	CAPN6	827	K562;K562	20609354	GenomeRNAi	0.506
BCR	613	CAPN6	827	K562;K562	20609354	GenomeRNAi	0.506
ALB	213	CAPN6	827	K562;K562	20609354	GenomeRNAi	0.506
NRAS	4893	ZDHHC16	84287	DLD-1	19490893	GenomeRNAi	0.461
HRAS	3265	ZDHHC16	84287	DLD-1	19490893	GenomeRNAi	0.461
MUS81	80198	CHAF1B	8208	COAD	24104479	Text Mining	0.6
KRAS	3845	CHAF1B	8208	null	28700943	High Throughput	null
CSK	1445	H2BU1	128312	null	29987050	High Throughput	null
KRAS	3845	DOCK3	1795	COAD	24104479	Text Mining	0.6
CDC25B	994	CLCA4	22802	null	29959327	Computational Prediction	0.3
NAE1	8883	SARDH	1757	A375;A375	23100467	GenomeRNAi	0.575
CSK	1445	SARDH	1757	null	29987050	High Throughput	null
NUP37	79023	TRIM63	84676	null	29959327	Computational Prediction	0.3
LLPH	84298	TRIM63	84676	null	29959327	Computational Prediction	0.3
INTS12	57117	TRMT13	54482	null	25171417	Computational Prediction	0.3
DMTF1	9988	TRMT13	54482	null	25171417	Computational Prediction	0.3
ZBTB11	27107	TRMT13	54482	null	25171417	Computational Prediction	0.3
BLM	641	MBP	4155	COAD	24104479	Text Mining	0.6
MUS81	80198	MBP	4155	COAD	24104479	Text Mining	0.6
MTF2	22823	RAD54L	8438	null	25171417	Computational Prediction	0.2
PLK1	5347	RAD54L	8438	null	25171417	Computational Prediction	0.3
MUC16	94025	RAD54L	8438	null	27438146	Computational Prediction	0.3
CPSF6	11052	RAD54L	8438	null	25171417	Computational Prediction	0.3
NAE1	8883	RAD54L	8438	A375;A375;A375;A375;A375;HCT116;HCT116;HCT116	23100467	GenomeRNAi	0.647
ATAD5	79915	RAD54L	8438	null	25171417	Computational Prediction	0.3
MCM2	4171	RAD54L	8438	null	25171417	Computational Prediction	0.2
DEPDC1	55635	RAD54L	8438	null	25171417	Computational Prediction	0.2
CDC20	991	RAD54L	8438	null	25171417	Computational Prediction	0.2
NAE1	8883	RAB12	201475	A375;A375	23100467	GenomeRNAi	0.575
BLM	641	SGSM2	9905	COAD	24104479	Text Mining	0.6
PTEN	5728	CTAG2	30848	COAD	24104479	Text Mining	0.6
PTTG1	9232	ARPP19	10776	COAD	24104479	Text Mining	0.6
PCDHA10	56139	PCDHA2	56146	null	25171417	Computational Prediction	0.2
DNTTIP1	116092	PCDHA2	56146	null	29959327	Computational Prediction	0.3
FSTL1	11167	HNRNPL	3191	null	29959327	Computational Prediction	0.3
GLI3	2737	HNRNPL	3191	null	29959327	Computational Prediction	0.3
GNS	2799	HNRNPL	3191	null	29959327	Computational Prediction	0.3
IPO4	79711	RTP1	132112	null	29959327	Computational Prediction	0.3
KRAS	3845	C12orf66	144577	COAD	24104479	Text Mining	0.6
ZNF385D	79750	SEMG2	6407	null	25171417	Computational Prediction	0.3
KRAS	3845	ALDOA	226	null	28700943	High Throughput	null
DBH	1621	LTC4S	4056	LAML	28319085	CRISPR/CRISPRi	0.68
GRB2	2885	LTC4S	4056	K562	31300006	CRISPR/CRISPRi	0.07
GALK1	2584	LTC4S	4056	LAML	28319085	CRISPR/CRISPRi	0.68
CHD1	1105	LTC4S	4056	LAML	28319085	CRISPR/CRISPRi	0.68
HMGA1	3159	LTC4S	4056	K562	31300006	CRISPR/CRISPRi	0.31
CAMK2G	818	LTC4S	4056	LAML	28319085	CRISPR/CRISPRi	0.68
PTEN	5728	LTC4S	4056	COAD	24104479	Text Mining	0.6
BCAT2	587	LTC4S	4056	LAML	28319085	CRISPR/CRISPRi	0.68
ACVRL1	94	LTC4S	4056	LAML	28319085	CRISPR/CRISPRi	0.68
CARM1	10498	LTC4S	4056	LAML	28319085	CRISPR/CRISPRi	0.68
CRYBB1	1414	LTC4S	4056	LAML	28319085	CRISPR/CRISPRi	0.68
BLM	641	PACSIN3	29763	COAD	24104479	Text Mining	0.6
PTEN	5728	PACSIN3	29763	COAD	24104479	Text Mining	0.6
KRAS	3845	MRPL37	51253	null	28700943	High Throughput	null
ATP5PB	515	MRPL37	51253	null	25171417	Computational Prediction	0.2
C1RL	51279	MRPL37	51253	null	29959327	Computational Prediction	0.3
FAM50A	9130	MRPL37	51253	K562	31300006	CRISPR/CRISPRi	0.25
KCTD10	83892	MRPL37	51253	K562	31300006	CRISPR/CRISPRi	0.48
GTF2H4	2968	MRPL37	51253	K562;Jurkat	31300006	CRISPR/CRISPRi	0.1
CHMP2A	27243	MRPL37	51253	K562	31300006	CRISPR/CRISPRi	0.2
AZIN1	51582	ELOC	6921	null	25171417	Computational Prediction	0.2
ASAP1	50807	ELOC	6921	null	25171417	Computational Prediction	0.2
ARFGEF1	10565	ELOC	6921	null	25171417	Computational Prediction	0.2
RB1CC1	9821	ELOC	6921	null	25171417	Computational Prediction	0.2
BLM	641	HYAL1	3373	COAD	24104479	Text Mining	0.6
IMP3	55272	HYAL1	3373	null	29959327	Computational Prediction	0.3
OTULIN	90268	HYAL1	3373	null	29959327	Computational Prediction	0.3
ARHGAP39	80728	HYAL1	3373	null	29959327	Computational Prediction	0.3
NOCT	25819	MANBAL	63905	null	29959327	Computational Prediction	0.3
RPL5	6125	HNRNPA1	3178	null	25171417	Computational Prediction	0.3
NASP	4678	HNRNPA1	3178	null	25171417	Computational Prediction	0.3
ANP32B	10541	HNRNPA1	3178	null	25171417	Computational Prediction	0.3
CDC7	8317	HNRNPA1	3178	null	25171417	Computational Prediction	0.3
MAD2L1	4085	HNRNPA1	3178	null	25171417	Computational Prediction	0.3
HMGB2	3148	HNRNPA1	3178	null	25171417	Computational Prediction	0.3
ZBTB44	29068	HNRNPA1	3178	null	25171417	Computational Prediction	0.3
GNA12	2768	HNRNPA1	3178	null	29959327	Computational Prediction	0.3
HNRNPD	3184	HNRNPA1	3178	null	25171417	Computational Prediction	0.3
CD177	57126	STAT3	6774	Anaplastic Large Cell Lymphoma;neuroblastoma_D017728;D009447	22192458	Text Mining	0.1775
PARP1	142	STAT3	6774	Neck Squamous Cell Carcinoma;Anaplastic Large Cell Lymphoma;neuroblastoma;breast cancer_C535575;D017	24735547;22192458;22678161	Text Mining	0.273125
AURKA	6790	STAT3	6774	cancer_D009369	20858866	Text Mining	0.56
ABL1	25	STAT3	6774	cancer_D009369	25134459	Text Mining	0.56
EGFR	1956	STAT3	6774	null	27655641	RNAi Screen	0.4
IL6	3569	STAT3	6774	breast and ovarian cancer_D061325	17121906	Text Mining	0.1775
ALK	238	STAT3	6774	Anaplastic Large Cell Lymphoma;neuroblastoma_D017728;D009447	22192458	Text Mining	0.1775
RAD51	5888	STAT3	6774	Neck Squamous Cell Carcinoma_C535575	24735547	Text Mining	0.1775
JAK2	3717	STAT3	6774	breast and ovarian cancer_D061325	17121906	Text Mining	0.1775
ROS1	6098	STAT3	6774	cancer_D009369	26283727	Text Mining	0.56
ACTL6A	86	DMAP1	55929	Jurkat	31300006	CRISPR/CRISPRi	0.08
CDC40	51362	DMAP1	55929	K562	31300006	CRISPR/CRISPRi	0.16
ATP6AP1	537	DMAP1	55929	K562	31300006	CRISPR/CRISPRi	0.24
DUT	1854	WDR76	79968	null	25171417	Computational Prediction	0.2
PLSCR1	5359	WNT11	7481	null	29959327	Computational Prediction	0.3
CSK	1445	ABITRAM	54942	null	29987050	High Throughput	null
PTTG1	9232	CEACAM19	56971	COAD	24104479	Text Mining	0.6
CSK	1445	THAP2	83591	null	29987050	High Throughput	null
DCAF11	80344	RBM23	55147	null	25171417	Computational Prediction	0.2
BUD13	84811	PRDM10	56980	null	25171417	Computational Prediction	0.2
NFRKB	4798	PRDM10	56980	null	25171417	Computational Prediction	0.2
MFHAS1	9258	NKAIN4	128414	null	29959327	Computational Prediction	0.3
KLK10	5655	KLK7	5650	null	25171417	Computational Prediction	0.2
KLK6	5653	KLK7	5650	null	25171417	Computational Prediction	0.2
MYL12A	10627	S100A11	6282	null	25171417	Computational Prediction	0.3
IFNA7	3444	S100A11	6282	null	29959327	Computational Prediction	0.3
RBP2	5948	S100A11	6282	null	29959327	Computational Prediction	0.3
IFNA16	3449	S100A11	6282	null	29959327	Computational Prediction	0.3
OR1B1	347169	S100A11	6282	null	29959327	Computational Prediction	0.3
INSM2	84684	S100A11	6282	null	29959327	Computational Prediction	0.3
DCHS2	54798	S100A11	6282	null	29959327	Computational Prediction	0.3
CTSB	1508	S100A11	6282	null	25171417	Computational Prediction	0.3
OR1N2	138882	S100A11	6282	null	29959327	Computational Prediction	0.3
IFNA21	3452	S100A11	6282	null	29959327	Computational Prediction	0.3
BCL9L	283149	S100A11	6282	null	25171417	Computational Prediction	0.3
GPR107	57720	S100A11	6282	null	29959327	Computational Prediction	0.3
ABL1	25	S100A11	6282	null	29959327	Computational Prediction	0.3
IFNA2	3440	S100A11	6282	null	29959327	Computational Prediction	0.3
ELF3	1999	S100A11	6282	null	25171417	Computational Prediction	0.2
OR51F2	119694	S100A11	6282	null	29959327	Computational Prediction	0.3
OSMR	9180	S100A11	6282	null	25171417	Computational Prediction	0.2
PCDHB4	56131	S100A11	6282	null	29959327	Computational Prediction	0.3
ACTN1	87	S100A11	6282	null	25171417	Computational Prediction	0.3
IFNA14	3448	S100A11	6282	null	29959327	Computational Prediction	0.3
DHX32	55760	S100A11	6282	null	25171417	Computational Prediction	0.3
BAG3	9531	S100A11	6282	null	25171417	Computational Prediction	0.3
BCR	613	ZP3	7784	K562;K562	20609354	GenomeRNAi	0.521
CYP3A5	1577	ZP3	7784	K562;K562	20609354	GenomeRNAi	0.521
ABL1	25	ZP3	7784	K562;K562	20609354	GenomeRNAi	0.521
NTRK1	4914	ZP3	7784	K562;K562	20609354	GenomeRNAi	0.521
RET	5979	ZP3	7784	K562;K562	20609354	GenomeRNAi	0.521
PTEN	5728	ZP3	7784	COAD	24104479	Text Mining	0.6
PDGFRA	5156	ZP3	7784	K562;K562	20609354	GenomeRNAi	0.521
DDR1	780	ZP3	7784	K562;K562	20609354	GenomeRNAi	0.521
ABCA3	21	ZP3	7784	K562;K562	20609354	GenomeRNAi	0.521
CYP2C9	1559	ZP3	7784	K562;K562	20609354	GenomeRNAi	0.521
KIT	3815	ZP3	7784	K562;K562	20609354	GenomeRNAi	0.521
CYP3A4	1576	ZP3	7784	K562;K562	20609354	GenomeRNAi	0.521
ABCB1	5243	ZP3	7784	K562;K562	20609354	GenomeRNAi	0.521
CYP3A7	1551	ZP3	7784	K562;K562	20609354	GenomeRNAi	0.521
PTGS1	5742	ZP3	7784	K562;K562	20609354	GenomeRNAi	0.521
CYP2C19	1557	ZP3	7784	K562;K562	20609354	GenomeRNAi	0.521
CYP1A2	1544	ZP3	7784	K562;K562	20609354	GenomeRNAi	0.521
SLC22A1	6580	ZP3	7784	K562;K562	20609354	GenomeRNAi	0.521
PDGFRB	5159	ZP3	7784	K562;K562	20609354	GenomeRNAi	0.521
CYP2D6	1565	ZP3	7784	K562;K562	20609354	GenomeRNAi	0.521
CSF1R	1436	ZP3	7784	K562;K562	20609354	GenomeRNAi	0.521
ABCG2	9429	ZP3	7784	K562;K562	20609354	GenomeRNAi	0.521
ALB	213	ZP3	7784	K562;K562	20609354	GenomeRNAi	0.521
ORM1	5004	ZP3	7784	K562;K562	20609354	GenomeRNAi	0.521
SLC22A2	6582	ZP3	7784	K562;K562	20609354	GenomeRNAi	0.521
EXOC5	10640	SGPP1	81537	null	25171417	Computational Prediction	0.2
SEL1L	6400	SGPP1	81537	null	25171417	Computational Prediction	0.2
KRAS	3845	SGPP1	81537	COAD	24104479	Text Mining	0.6
C11orf58	10944	SGPP1	81537	null	25171417	Computational Prediction	0.3
HOXA4	3201	LRRC42	115353	null	29959327	Computational Prediction	0.3
HCN1	348980	LRRC42	115353	null	29959327	Computational Prediction	0.3
CSK	1445	LRRC42	115353	null	29987050	High Throughput	null
TP53	7157	SIK1	150094	null	24025726	Computational Prediction	0.3
NUP107	57122	SUN2	25777	null	29959327	Computational Prediction	0.3
KRAS	3845	INPP5D	3635	null	27655641	RNAi Screen	0.4
KRAS	3845	ZNF764	92595	COAD	24104479	Text Mining	0.6
RBM26	64062	USPL1	10208	null	25171417	Computational Prediction	0.2
NRAS	4893	USPL1	10208	DLD-1	19490893	GenomeRNAi	0.476
HRAS	3265	USPL1	10208	DLD-1	19490893	GenomeRNAi	0.476
ZNF711	7552	KIF1A	547	null	25171417	Computational Prediction	0.3
ABCG2	9429	HACE1	57531	HeLa	17000754	GenomeRNAi	0.5
ABCC1	4363	HACE1	57531	HeLa	17000754	GenomeRNAi	0.5
CYP3A4	1576	HACE1	57531	HeLa	17000754	GenomeRNAi	0.5
CYP3A5	1577	HACE1	57531	HeLa	17000754	GenomeRNAi	0.5
ABCB1	5243	HACE1	57531	HeLa	17000754	GenomeRNAi	0.5
BCL2	596	HACE1	57531	HeLa	17000754	GenomeRNAi	0.5
CYP1B1	1545	HACE1	57531	HeLa	17000754	GenomeRNAi	0.5
ABCC2	1244	HACE1	57531	HeLa	17000754	GenomeRNAi	0.5
CYP2C9	1559	HACE1	57531	HeLa	17000754	GenomeRNAi	0.5
ABCC10	89845	HACE1	57531	HeLa	17000754	GenomeRNAi	0.5
CYP19A1	1588	HACE1	57531	HeLa	17000754	GenomeRNAi	0.5
CYP2C8	1558	HACE1	57531	HeLa	17000754	GenomeRNAi	0.5
ABCB11	8647	HACE1	57531	HeLa	17000754	GenomeRNAi	0.5
CYP3A7	1551	HACE1	57531	HeLa	17000754	GenomeRNAi	0.5
NKAPD1	55216	CUL5	8065	null	25171417	Computational Prediction	0.2
BLM	641	CUL5	8065	COAD	24104479	Text Mining	0.6
CSK	1445	CUL5	8065	null	29987050	High Throughput	null
ADNP	23394	DIDO1	11083	null	25171417	Computational Prediction	0.2
KRAS	3845	DIDO1	11083	null	27655641	RNAi Screen	0.4
FBXW7	55294	DIDO1	11083	null	26354767	Low Throughput	null
BLM	641	CTBP2	1488	COAD	24104479	Text Mining	0.6
ATXN2	6311	CD36	948	null	29959327	Computational Prediction	0.3
CANT1	124583	CD36	948	null	29959327	Computational Prediction	0.3
MYC	4609	VPS8	23355	HMEC	22157079	GenomeRNAi	0.551
PTTG1	9232	VPS8	23355	COAD	24104479	Text Mining	0.6
HRAS	3265	RPL39	6170	DLD-1	19490893	GenomeRNAi	0.44
NRAS	4893	RPL39	6170	DLD-1	19490893	GenomeRNAi	0.44
KRAS	3845	RPL39	6170	DLD-1	19490893	GenomeRNAi	0.44
CSK	1445	CLECL1	160365	null	29987050	High Throughput	null
BLM	641	ATP6V1G1	9550	COAD	24104479	Text Mining	0.6
KRAS	3845	ATP6V1G1	9550	null	28700943	High Throughput	null
BLM	641	UBB	7314	COAD	24104479	Text Mining	0.6
TP53	7157	UBB	7314	null	23728082	Computational Prediction	0.3
PTTG1	9232	UBB	7314	COAD	24104479	Text Mining	0.6
CSK	1445	STAM	8027	null	29987050	High Throughput	null
ATM	472	SETD2	29072	293T	28319113	CRISPR/CRISPRi	0.65
CDK9	1025	SETD2	29072	A549	31300006	CRISPR/CRISPRi	0.36
NAE1	8883	PELI1	57162	A375;A375;A375	23100467	GenomeRNAi	0.611
CSK	1445	AKT1	207	null	29987050	High Throughput	null
ACVR1	90	AKT1	207	LAML	28319085	CRISPR/CRISPRi	0.68
MUS81	80198	NSRP1	84081	COAD	24104479	Text Mining	0.6
FBRS	64319	ZNF646	9726	null	25171417	Computational Prediction	0.2
ATXN2L	11273	ZNF646	9726	null	25171417	Computational Prediction	0.2
FOXM1	2305	PF4V1	5197	null	29959327	Computational Prediction	0.3
HDAC2	3066	KLHL23	151230	null	25171417	Computational Prediction	0.3
BIRC2	329	YAP1	10413	null	25171417	Computational Prediction	0.2
NF2	4771	YAP1	10413	meningioma tumors_D008579	22618028	Text Mining	0.1775
ZDHHC7	55625	YAP1	10413	null	25171417	Computational Prediction	0.3
CHEK1	1111	BRD4	23476	LUAD	17429401	Text Mining	0.4
CHEK2	11200	BRD4	23476	LUAD	17429401	Text Mining	0.4
WEE1	7465	BRD4	23476	LUAD	17429401	Text Mining	0.4
CDK9	1025	BRD4	23476	LUAD	17429401	Text Mining	0.4
BRCA1	672	BRD4	23476	293T	28319113	CRISPR/CRISPRi	0.65
CDC7	8317	BRD4	23476	LUAD	17429401	Text Mining	0.4
KRAS	3845	ZPR1	8882	DLD-1	19490893	GenomeRNAi	0.461
HRAS	3265	ZPR1	8882	DLD-1	19490893	GenomeRNAi	0.461
KRAS	3845	RAP2C	57826	COAD	24104479	Text Mining	0.6
NAE1	8883	SOX21	11166	A375;A375;A375;A375;HCT116;HCT116	23100467	GenomeRNAi	0.644
BCKDK	10295	VKORC1	79001	null	25171417	Computational Prediction	0.2
MTFR1L	56181	VKORC1	79001	null	25171417	Computational Prediction	0.3
CSK	1445	VKORC1	79001	null	29987050	High Throughput	null
GHSR	2693	VKORC1	79001	null	29959327	Computational Prediction	0.3
RBM15	64783	VKORC1	79001	null	29959327	Computational Prediction	0.3
FGD4	121512	MTA1	9112	null	29959327	Computational Prediction	0.3
MARK3	4140	MTA1	9112	null	25171417	Computational Prediction	0.2
MUS81	80198	CDC7	8317	COAD	24104479	Text Mining	0.6
HMGB1	3146	CDC7	8317	null	25171417	Computational Prediction	0.3
TP53	7157	CDC7	8317	null	24025726	Computational Prediction	0.3
CENPU	79682	CDC7	8317	null	25171417	Computational Prediction	0.3
CPSF6	11052	CDC7	8317	null	25171417	Computational Prediction	0.3
KRAS	3845	CDC7	8317	null	27655641	RNAi Screen	0.4
ADAMTS2	9509	CDC7	8317	breast cancer_D001943	20724597	Text Mining	0.1775
FANCA	2175	CDC7	8317	null	25171417	Computational Prediction	0.3
ATAD5	79915	CDC7	8317	null	25171417	Computational Prediction	0.3
ZGRF1	55345	CDC7	8317	null	25171417	Computational Prediction	0.3
MND1	84057	CDC7	8317	null	25171417	Computational Prediction	0.3
TTI1	9675	PTGFR	5737	null	29959327	Computational Prediction	0.3
PTCD1	26024	PTGFR	5737	null	29959327	Computational Prediction	0.3
ATM	472	PTGFR	5737	null	27438146	Computational Prediction	0.3
NDUFB3	4709	PHF20	51230	null	29959327	Computational Prediction	0.3
KRAS	3845	PHF20	51230	DLD-1;DLD-1	19490893	GenomeRNAi	0.527
NRAS	4893	PHF20	51230	DLD-1;DLD-1	19490893	GenomeRNAi	0.527
HOXC5	3222	PHF20	51230	null	29959327	Computational Prediction	0.3
HRAS	3265	PHF20	51230	DLD-1;DLD-1	19490893	GenomeRNAi	0.527
ESRRA	2101	PHF20	51230	null	29959327	Computational Prediction	0.3
EIF3M	10480	PNN	5411	K562	31300006	CRISPR/CRISPRi	0.23
OGFOD1	55239	PNN	5411	K562	31300006	CRISPR/CRISPRi	0.22
MED23	9439	PNN	5411	K562	31300006	CRISPR/CRISPRi	0.2
CENPK	64105	PNN	5411	K562	31300006	CRISPR/CRISPRi	0.16
NACA	4666	PNN	5411	Jurkat	31300006	CRISPR/CRISPRi	0.46
MASTL	84930	PNN	5411	K562	31300006	CRISPR/CRISPRi	0.31
LEO1	123169	PNN	5411	K562	31300006	CRISPR/CRISPRi	0.56
CENPM	79019	PNN	5411	K562	31300006	CRISPR/CRISPRi	0.2
BLM	641	PNN	5411	COAD	24104479	Text Mining	0.6
MRPS18A	55168	PNN	5411	K562	31300006	CRISPR/CRISPRi	0.16
ATAD5	79915	PNN	5411	null	25171417	Computational Prediction	0.3
MTRES1	51250	PNN	5411	K562;Jurkat	31300006	CRISPR/CRISPRi	0.21
INTS5	80789	PNN	5411	K562;Jurkat	31300006	CRISPR/CRISPRi	0.59
ARGLU1	55082	PNN	5411	K562	31300006	CRISPR/CRISPRi	0.23
MRPL18	29074	PNN	5411	K562	31300006	CRISPR/CRISPRi	0.24
FH	2271	PNN	5411	Jurkat	31300006	CRISPR/CRISPRi	0.18
CCDC84	338657	PNN	5411	K562	31300006	CRISPR/CRISPRi	0.22
GTF3C3	9330	PNN	5411	Jurkat	31300006	CRISPR/CRISPRi	0.06
PELO	53918	PNN	5411	K562	31300006	CRISPR/CRISPRi	0.36
COPS4	51138	PNN	5411	Jurkat	31300006	CRISPR/CRISPRi	0.02
HNRNPC	3183	PNN	5411	null	25171417	Computational Prediction	0.2
EIF3C	8663	PNN	5411	K562	31300006	CRISPR/CRISPRi	0.48
FDPS	2224	PNN	5411	K562	31300006	CRISPR/CRISPRi	0.2
MCM3AP	8888	PNN	5411	K562	31300006	CRISPR/CRISPRi	0.39
MRPS27	23107	PNN	5411	Jurkat	31300006	CRISPR/CRISPRi	0.05
ANAPC13	25847	PNN	5411	K562	31300006	CRISPR/CRISPRi	0.39
MZT1	440145	PNN	5411	Jurkat	31300006	CRISPR/CRISPRi	0.05
NUP85	79902	PNN	5411	Jurkat	31300006	CRISPR/CRISPRi	0.05
COPE	11316	PNN	5411	Jurkat	31300006	CRISPR/CRISPRi	0.09
FBXO28	23219	PNN	5411	K562	31300006	CRISPR/CRISPRi	0.2
GTF2H4	2968	PNN	5411	Jurkat	31300006	CRISPR/CRISPRi	0.35
EBNA1BP2	10969	PNN	5411	Jurkat	31300006	CRISPR/CRISPRi	0
EXOSC9	5393	PNN	5411	K562;Jurkat	31300006	CRISPR/CRISPRi	0.2
KRAS	3845	PNN	5411	null	28700943	High Throughput	null
EEF1G	1937	PNN	5411	Jurkat	31300006	CRISPR/CRISPRi	0.02
CENPP	401541	PNN	5411	Jurkat	31300006	CRISPR/CRISPRi	0.07
KIF11	3832	PNN	5411	Jurkat	31300006	CRISPR/CRISPRi	0.08
GNPAT	8443	PNN	5411	K562;Jurkat	31300006	CRISPR/CRISPRi	0.17
MED28	80306	PNN	5411	K562;Jurkat	31300006	CRISPR/CRISPRi	0.28
EIF3D	8664	PNN	5411	K562;Jurkat	31300006	CRISPR/CRISPRi	0.24
ATP1A1	476	PNN	5411	K562	31300006	CRISPR/CRISPRi	0.32
GDE1	51573	STXBP3	6814	null	25171417	Computational Prediction	0.3
LAMTOR5	10542	STXBP3	6814	null	25171417	Computational Prediction	0.2
RWDD3	25950	STXBP3	6814	null	25171417	Computational Prediction	0.2
BLM	641	SEM1	7979	COAD	24104479	Text Mining	0.6
NRAS	4893	SEM1	7979	DLD-1	19490893	GenomeRNAi	0.452
BRCA2	675	SEM1	7979	breast cancer_D001943	18471277	Text Mining	0.1775
HRAS	3265	SEM1	7979	DLD-1	19490893	GenomeRNAi	0.452
MUS81	80198	PCNX2	80003	COAD	24104479	Text Mining	0.6
PTTG1	9232	PCNX2	80003	COAD	24104479	Text Mining	0.6
HRAS	3265	TAF15	8148	DLD-1	19490893	GenomeRNAi	0.452
KRAS	3845	TAF15	8148	DLD-1	19490893	GenomeRNAi	0.452
NRAS	4893	TAF15	8148	DLD-1	19490893	GenomeRNAi	0.452
MYC	4609	PRKAB1	5564	HMEC	22157079	GenomeRNAi	0.548
DCXR	51181	PRKAB1	5564	LAML	28319085	CRISPR/CRISPRi	0.68
IL12A	3592	PRKAB1	5564	LAML	28319085	CRISPR/CRISPRi	0.68
